,Tipo de inmueble,Modalidad,Precio UF,Precio CLP,Comuna,Baños,Dormitorios,Descripcion
143,Casa,comprar,"3.570,23",100.000.000,Santiago,1,2,"vendo casa con 2 dormitorio y 1 baño, cocina, living comedor, ubicada santa rosa con av Matta cerca del metro av matta"
144,Casa,comprar,"1.606,60",45.000.000,Puente Alto,1,3,"Se vende casa en $45.000.000 conversable, ubicada en la comuna de puente alto, de 2 pisos, 3 dormitorios entrada para 1 vehículo (pequeño), 1 baño, cocina, living, comedor y patio trasero. Ubicada en sector Villa Sargento Menadier II, cercano a colegios, consultorio, jardín infantil, sala cuna, comisaria, bomberos, parque Juan Pablo II, locomoción colectiva a 1 cuadra, ferias libres 4 días a la Semana a 2 cuadras, cercana a Eyzaguirre y Santa Rosa. Contactarse vía whatsapp al +5699372718 o +56949311217"
145,Casa,comprar,"1.713,71",48.000.000,La Cisterna,1,1,"Se vende terreno en la comuna de la cisterna (al contado) ubicada en el paradero 27 1/2 de gran avenida a cuadras de la nueva estación de metro linea 2 el terreno es de  157 m2.  9.50 ancho  largo 16.50 Esta saneada, Único dueño. Patente de almacén vigente, con Caseta de 6 metros cuadrados baño y cocina,con una edificación ligera (madera) sector con buena plusvalía cerca de supermercado y negocios el sector es muy tranquilo"
146,Casa,comprar,"1.249,58",35.000.000,La Pintana,1,1,Se vende casa con segundo piso con 3 habitaciones y 1 por terminar 1 baño living comedor cocina con estacionamiento para vehiculo pequeño llamar al numero 935056109 solo interesados
147,Casa,comprar,"1.999,33",56.000.000,Santiago,1,3,"Se vende sitio esquina y casa estructura en Carlos Valencia 6042, comuna de Lo Prado. Características: Metros de Construcción: 36Metros de superficie: 167AntejardínEstacionamiento para tres vehículos Patio Lateral Patio traseroEntorno privilegiado, excelente conectividad accesibilidad a través de la avenida Neptuno, Metro Neptuno dos cuadras (línea 1) colegios, supermercado Lider, comercio, carabineros, hospitales, excelente sectorSe acepta crédito hipotecario, subsidio habitacional, y de contado. - Precio Oferta: 56.000.000 + Comisión del Corredor. Contáctanos: Fono: +56 9 79904483Lissette Vera Barichivich Vera Abogados Propiedades."
148,Casa,comprar,"6.426,43",180.000.000,La Florida,2,3,"Se vende hermosa casa esquina, emplazada en barrio residencial, tranquilo, excelente conectividad,  cercano Centro comercial Mall Vivo, cercano metro línea 5, locomoción.Descripción: cuenta con 3 dormitorios , 2 baños,  living, comedor, cocina con comedor de diario, patio trasero con quincho, antejardín, estacionamiento 2 autos.Supermercado Unimarc, colegios, comercio, farmacias."
149,Casa,comprar,"5.248,25",147.000.000,Puente Alto,2,4,"Vende casa, ubicada en av. La Florida con Diego portales hacia la cordillera, sector Lo Planella.Cuenta con aproximadamente 140m2 edificados y 270 de terreno, está emplazada en un tranquilo sector residencial, La Dehesa de la Viña, Alto Lo Planella. Rodeada de áreas verdes, juegos infantiles, miradores, con seguridad 24hrs, acceso controlado y cámaras de vigilancia, pagando un gasto común de sólo 20 mil pesos.1er piso: amplio living y comedor, cocina americana y arranques sanitarios para hacer un tercer baño. Todo con revestimientos cerámicos.2do piso: tres dormitorios con pisos laminados y dos baños con revestimiento cerámico.3er piso: mansarda o cuarto dormitorio de aproximadamente 45m2 alfombrada, con arranques sanitario para un cuarto baño."
150,Casa,comprar,"1.963,63",55.000.000,Puente Alto,1,4,"Excelente oportunidad! amplia propiedad  Pte. AltoSe vende hermosa y amplia propiedad de dos pisos, en Tocornal  ex Pedro Duarte, comuna de Puente Alto. Excelente conectividad a 5 minutos en colectivo Metro Plaza Puente Alto, cercano a colegio y supermercado.   4 Dormitorios, 1 Baño, 2 EstacionamientosCaracterísticas: _Living comedor (pisoi cerámico)_Cocina amoblada_4 Dormitorios_1 Walking closet_1 Baño_Protecciones_Ampliación90 Mts2 Construídos87 Mts2 TerrenoValor $ 55.000.000  + 2% ComisiónVende Home Gestión Inmobiliaria                                                                                                                                                           Paulina Guajardo                                                                                                                                         9 99292713Bárbara Martínez"
151,Casa,comprar,"1.927,92",54.000.000,Santiago,1,2,"Casa ubicada en el paradero 23 de La Florida, de dos pisos , cuenta con dos habitaciones, un baño, living-comedor, cocina, estacionamiento dos autos, amplio patio trasero, antejardin , Calles Principales, México con San josé de La Estrella."
152,Casa,comprar,"4.284,28",120.000.000,Maipú,2,3,"Se vende casa esquina en villa Las Tinajas, cercana a colegios y parques. Estacionaiento lateral techado. Superficie edificada: 90m2 Superficie terreno: 160m2 Living comedor separados Dormitorios: 3 Baños: 2 Piso flotante o laminado en toda la casa."
153,Casa,comprar,"2.106,44",59.000.000,Quilicura,1,2,"Por urgenciaPreciosa casa en QuilicuraDos dormitorios, baño, sala living y comedor, cocina ampliada hacia afuera, patio posterior techado. Entrada de auto.Villa muy tranquila y seguraAcepto oferta contado+56979889881+56957323026"
154,Casa,comprar,"1.606,60",45.000.000,Puente Alto,2,3,Se vende casa en puente alto a 45.000.000 de 2 pisos interesados llamar al 9 87721316
155,Departamento,comprar,"2.534,86",71.000.000,Recoleta,1,1,"Departamento con excelente ubicación a pasos de metro estación Cerro Blanco, a pasos de Av. Perú, barrio Bellavista, clínica Davila, Vega Central. Posee 1 dormitorio, cocina cerrada, tiene 1 estacionamiento y 1 bodega. Se ubica en el piso 6, vista sur oriente. Gastos comunes de $55.000 aprox. Inversionistas, el departamento tiene excelente canon de arriendo por su ubicación y por tener estacionamiento. Agenda tu visita ahora ya."
156,Departamento,comprar,"4.700,00",131.643.851,Ñuñoa,2,2,"En el corazón del tradicional Barrio Italia!!! Cómodo e impecable departamento en excelente estado. Cuenta con hall de entrada, living comedor con espaciosa terraza, dos dormitorios con el principal en suite con dos closet separados y baño. En segundo dormitorio cabe cama de 1 ½ plaza más escritorio. Baño en pasillo. Cocina independiente con muy buenos muebles, lavaplatos doble, encimera a gas de 4 platos, horno eléctrico y campana. Logia con conexión a lavadora y espacio para secadora. INCLUYE BODEGA Y ESTACIONAMIENTO. Calefacción por losa radiante.El edificio cuenta con excelente piscina rodeada de áreas verdes, lavandería, gimnasio y sala de eventos con cocina equipada.Excelente conectividad, a sólo 7 minutos caminando de Metro Estación Santa Isabel y Metro Estación Irarrázaval, transporte público a 5 minutos desde la propiedad. A sólo dos cuadras de Barrio Italia con una amplia oferta de restaurantes, arte y decoración."
157,Casa,comprar,"4.962,63",139.000.000,Quilicura,2,4,Linda casa en condominio seguridad 24/7 tiene 4 dormitorios más sala de estar dormitorio principal en suite con baño primer piso 3 dormitorios en 2 piso con baño más sala estar cocina grande con muebles empotrados quincho y piscina
158,Casa,comprar,"2.320,65",65.000.000,Maipú,1,3,"3 dorm, 1 baño, living comedor, cocina, escalera caracol, protecciones en ventanas, calefont, patio con radier, jardín frontis, estacionamiento 2 autos."
159,Casa,comprar,"5.998,00",168.000.000,Pirque,2,4,"Vendo casa en Hernan prieto (el principal de pirque) se encuentra en un recinto privado muy tranquilo. la casa cuenta con living y comedor amplios, 6 dormitorios, 2 baños, Cocina equipada con muebles, lavadero, estacionamiento techado y piscina180 m2 construidos1500 m2 superficie de terrenoCuenta con (ROL PROPIO) agua  y luzVende su dueñoSolo contado."
160,Casa,comprar,"7.000,00",196.065.310,Peñalolén,3,4,"Vendo Parcela de 5.000 mts2, en Condominio con acceso controlado, ubicada en Algarrobo, Valparaíso!! Casa estilo mediterráneo, sólida, ventanas de PVC, vigas a la vista, cuenta con 5 dormitorios y 3 baños completos incluido lavadero!! Contactar al +569 76259510 Venta directa con Dueño!!Valor 7.000 UF Conversable!!"
161,Departamento,comprar,"3.034,70",85.000.000,Santiago,1,2,"La Mejor Ubicacion - Hermosa VistaPara Inversionistas o para Vivir.2 Dormitorios + Estacionamiento y BodegaCocina Amoblada y Equipada + mesón ComedorBaño + Instalacion para Lavadora y TermoEdificio cuenta con Piscina, Estacionamiento para Visitas, Lavandería y Gimnasio.Gastos Comunes : $ 65.000.- Piso 18Estaciones de Metro : Linea 5 : Irarrazabal y Linea 3Coordinar Visitas: +569 777 97 322"
162,Casa,comprar,"2.820,48",79.000.000,Padre Hurtado,2,3,"Hermosa casa en venta, espectacular vivienda ubicada en Condominio Tierraviva, Padre Hurtado   No solo es una propiedad, es tu sueño. Imagina si buscas comodidad, seguridad y por sobre todo tranquilidad ésta casa es para ti.Valor venta $ 79.000.000 aprox. Imagina vivir y/o invertir en esta propiedad ya que por sus metros de terreno es apta para cualquier tipo de inversión, Cercano a todo.¡No esperes más! Ésta es tú oportunidad de adquirir este bien inmueble apta para inversiones. Propiedad ubicada en Brasilia, Padre Hurtado, Región Metropolitana, a un costado de Camino Melipilla.El inmueble cuenta con buena conectividad en locomoción. Emplazada en el área urbana de la comuna de Padre Hurtado, en un sector consolidado con una baja densidad de población, además con comercios de buena calidad ambiental, supermercados, colegios   .Plaza de Armas y Municipalidad a un costado de condominio.La edificación del inmueble se encuentra en buen estado de conservación, consta de 2 pisos completamente sólidos. Superficie construida 98 mts2. Paño del terreno 120 mts2. Cuenta con variadas habitaciones, te da la tranquilidad y la seguridad que necesitas.Espacios:- 3 habitaciones, 2 con closet y dos baños - Living y Comedor amplios separados. - Cocina americana, amoblada completa cuenta con campana, cocina encimera y horno empotrado.- Patio delantero completo con cerámica y cobertizo.- Patio trasero techado completo , logia completa techada.- Entrada principal cuanta con dos portones para entrada de autos , uno eléctrico el otro manual , capacidad 3 autos  VENDE Fono: #224001172+56975871422+56961408504"
163,Departamento,comprar,"3.564,88",99.850.000,Santiago,2,3,"Departamento de 70 metros cuadrados, a 4 cuadras del metro, hermosa vista oriente, living comedor amplio, terraza, cocina aislada, amoblada, con cocina encimera, campana y horno eléctrico, con espacio independiente para lavadora automática de gran tamaño. Tres dormitorios, dos de tamaño suficiente para camas de dos plazas y el tercero para cama de una plaza con velador que puede usarse como estudio. Dos baños con tina.Cuenta con un estacionamiento techado en el primer piso (número 18) y bodega amplia también en el primer piso (número 2).Ubicado en Carmen 297 departamento 1610. Edificio construido en el año 2009 y departamento adquirido en el año 2013 en excelente estado y con todos los documentos al día.Orientación sur- oriente con excelente vista a la cordillera y a la ciudad, despejada de edificios pues en frente se encuentra la edificación de la Universidad Silva Henríquez.Cercano al centro, universidades, colegios, hospitales y clínicas; con transporte público día y noche, cercano también al metro Diego de Almagro, Universidad de Chile y Universidad Católica.Todos los gastos comunes, dividendos (banco Santander) y cuentas domiciliarias se encuentran al día y el departamento se encuentra con reparaciones recientes y disponible para ser entregado en condiciones de habitarlo.No existe gasto de comisión de corredores para el comprador ya que vende su propio dueño.El edificio cuenta con Salón de eventos en el piso 18, Quinchos, cámaras de seguridad, conserjería 24 horas y lavandería.Interesados comunicarse al +56993091750 con don Juan Francisco Valles. Precio 99.800.000. se coordinan visitas de Lunes a Viernes desde las 14:00 y fines de semana todo el día."
164,Departamento,comprar,"714,04",20.000.000,Puente Alto,1,2,"Departamento acogedor en excelentes condiciones, sin deuda vende su única dueña"
165,Casa,comprar,"5.101,87",142.900.000,La Reina,3,4,"Se vende casa amplia de 2 pisos en barrio residencial de la comuna de La Reina. Características:- 220 m2 de terreno.- 140 m2 construidos.- 2 pisos.- 1 estacionamiento.- 6 dormitorios.- 3 baños.- Living y comedor por separado.- Cocina comoda.- Sala de estar.- Patio trasero y Antejardín.Excelente ubicación y conectividad. Barrio residencial a solo cuadras del Hospital Militar.En un par de meses el metro llegara hasta el Hospital Militar.Cercano a supermercados, farmacias, comercio y colegios. a solo 2 cuadras de Av. Alcalde Fernando Castillo Velasco.* Precio conversable a reales interesados.* Se acepta crédito hipotecario bancario.** No se cobra comisión.Contactar para programar visitas:+ 56 9 82586184 (también es whatsapp)."
166,Departamento,comprar,"2.350,00",65.821.925,Santiago,1,1,"Excelente  Ubicación, 2º piso, Orientación Sur, Metros Cercanos a dos Cuadras. Lavandería, Sala de evento, Gimnasio,Jardín Infantil Vitamina ,áreas Verdes.  Vende su Dueño . SOLO REALES INTERESADOS . Valor UF 2350.-               Calle Tarapacá 752. Stgo. Centro.-     FONOS: 994196635 - 994196451. Whatsapp +56"
167,Departamento,comprar,"1.856,52",52.000.000,Pudahuel,1,3,"Características• 3 dormitorios• 1 baño• 47.00 m²• Sin estacionamientoDescripción:Departamento ubicado en condominio Los viñedos de Santa Beatriz, en la comuna de Pudahuel, cercano a supermercados, comisaría, colegios, centros de Salud, centros comerciales y estaciones del metro línea 5 Barrancas y Laguna Sur.Fácil acceso a autopista Vespucio Sur y Norte y a ruta 68, locomoción colectiva muy fluida a 5 minutos del terminal de buses Pajaritos y a 10 minutos del Aeropuerto. La propiedad cuenta con 47 mts², ubicado en un 4to piso, consta con 3 dormitorios, 1 baño full cerámica, cocina americana y logia, GC aprox $23.000, El condominio cuenta con vigilancia las 24hrs, patio de juegos para niños y quinchos para asados, también hacemos referencia que el departamento se encuentra en inmejorable condición, la cocina se encuentra equipada con muebles aéreos y se superficie.Barros Propiedades    +56 9 6190 8235    +56 9 9547 6401    +56 9 6190 8242"
168,Departamento,comprar,"2.320,65",65.000.000,Santiago,1,2,A dos cuadras de la moneda en Calle Dr. Sótero del Río 326 departamento en piso 13.
169,Casa,comprar,"4.323,55",121.100.000,Puente Alto,3,4,"Espectacular y confortable propiedad, que cuenta con múltiples comodidades para que usted y su familia mantengan un excelente nivel de calidad de vida. Cercano a colegios, comercio, en un entorno precordillerano donde aún se respira vida de barrio. Cómodos y eficientes espacios. Anímese a conocer este inmueble, que puede ser suyo prontamente.Coordinar visita al 950037543 Carolina corredora de propiedades.debe considerar el 2% de comisión de corretaje."
170,Casa,comprar,"1.285,28",36.000.000,Maipú,1,4,"Se vende amplia y hermosa casa en maipu sector 4 poniente cerca de la comisaría 52,la casa consta con 7 habitaciones,1 baño,living,comedor,cocina y 2 balcones o terrazas a 36 millones más info al +56934967020"
171,Casa,comprar,"8.854,19",248.000.000,La Florida,3,4,"Se Vende amplia y cómoda casa aislada de dos pisos, de 168 mts² construidos, en terreno de 525 mts². 1er piso de material sólido, Hall de Entrada, luminoso Living y Comedor con piso flotante. Baño de visita. Cocina amoblada y equipada, cocina encimera, con cubierta de granito, horno eléctrico y comedor de diario. Dormitorio Matrimonial en suite, con Walking – Close, aire acondicionado, amplio baño con Jacuzzi. 2do piso con tres dormitorios, con piso flotante y un baño completo. Aire Acondicionado. Exterior patio de 300 metros, antejardín, piscina grande, terraza y barbeque con techo en doble altura. Logia, lavadero, bodega. Estacionamiento para 3 vehículos o más. Protecciones y Cerco Eléctrico. Sector consolidado, grato y tranquilo de excelente plusvalía y demanda. Cercano, pero no encima de Supermercado, Colegios, Bancos. Equidistante a Avda. La Florida y Avda. Vicuña Mackenna y a la Línea 4 del Metro, Estación Vicente Valdés. Valor de La Propiedad: $248.000.000 Conversable. Vende: Dueño, sin comisión."
172,Casa,comprar,"2.677,67",75.000.000,Pudahuel,2,3,"Vendo propiedad ideal negocio Excelente propiedad ubicada a pasos de Metro estación Laguna sur, exelente inversión,gran plusvalía en expansión.   Una planta  Living comedor separadosCocinaTres habitaciones principal en suite.Dos BañosCuarto de lavado conección gas 45 kilos.Entrada auto AntejardinPatio tracero . Valor $75.000.000 conversable. Disponibilidad inmediataCrédito Hipotecario Mutuo Hipotecario Contado . Contacto Karen López Móvil +56973098473  Reales integrados llamar para agendar visita.73098743"
173,Casa,comprar,"4.516,35",126.500.000,Puente Alto,3,4,"Magnífica y confortable propiedad ubicada en un sector central muy cotizado en Puente Alto y que cuenta con múltiples comodidades que le brindarán máximo confort y calidad de vida. Excelente accesibilidad y cercanía con colegios, comercio detallista, servicios, metro y supermercados. Decídase en convertir este inmueble en la residencia de su familia.Coordinar visita al 950037543 Carolina corredora de propiedades.debe considerar el 2% de comisión de corretaje."
174,Casa,comprar,"4.284,28",120.000.000,Maipú,1,3,"Casa con amplio terreno en barrio muy tranquilo y seguro. Con excelente conectividad, cercano a parques, colegios, universidades, mercado y supermercados."
175,Departamento,comprar,"2.856,19",80.000.000,Conchalí,2,2,"Lindo departamento REMODELADO , ubicado en avenida independencia a pasos de la estacion de metrp Vivaceta. Posee comodo living comedor, cocina, logia , 2 dormitorios, 2 baños, estacionamiento subterraneo y bodega."
176,Casa,comprar,"6.500,00",182.060.645,La Florida,3,4,"Casa Habitación, 1,5 cuadras metro Vicuña Mackenna269 mt2. superficie, 173, m2 construidos, antejardín, patio trasero, cocina amoblada, 4 estacionamientosterraza"
177,Casa,comprar,"2.677,67",75.000.000,Peñaflor,2,4,"Gran casa en tranquilo barrio. Movilización a 1 Cuadra calle 21 de Mayo.- 5 Dormitorios con Piso Flotante - 2 baños completos - Amplio living-comedor - Amplia cocina amoblada (no equipada)- Piso cerámica en living-comedor, cocina y baños - Amplio lavadero.La propiedad tiene aprox. 259 m2, con 131 m2 construidos, patio trasero y a un costado entran 2 vehículos.Vende Dueño fono 940329628 o al correo."
178,Departamento,comprar,"2.784,78",78.000.000,Estación Central,2,3,"Se vende excelente departamento con una privilegiada ubicación a pasos de Metro Las Rejas, hacia el Sur de Avenida Alameda, comuna de Estación Central. El departamento cuenta con 3 habitaciones y 2 baños, living comedor y cocina aislada y completamente equipada con  logia con conexión para lavadora. Las dimensiones son aproximadamente 58 metros cuadrados útiles, los que se encuentran distribuidos de una manera armónica que permite tener espacios libres y cómodos. Tiene estacionamiento propio en el primer piso, cuenta con piso flotante en todo el departamento y alfombra en las habitaciones. La vista del departamento es Nor-Oriente y con el privilegio de ver el arque interior del condominio en el que se encuentra emplazado. El complejo habitacional en el que se encuentra el departamento es realmente innovador,  ya que cuenta con inmensas y muy bien distribuidas áreas verdes que te hacen sentir en medio de un parque público, pero protegido con seguridad privada las 24 horas del día. El condominio cuenta, además, con áreas comunes como Club House, piscina grande, quinchos y juegos infantiles.  Cercano encuentras todos los servicios necesarios, tales como Mega Supermercados, Construmart, colegios, Hospitales, a tres minutos de la autopista General Velásquez, a pasos del inicio de la ruta 68 a Viña del Mar, y el acceso en vehículo al edificio es completamente expedito de tráfico fluido.Gastos comunes: $50.000No existe gasto de comisión para el comprador.Interesados comunicarse [email protected] y al +56987299129.Precio $78.000.000"
179,Casa,comprar,"2.070,73",58.000.000,Lo Espejo,1,4,240m2
180,Casa,comprar,"2.320,65",65.000.000,Lampa,1,2,"Se vende acogedora casa en Lampa, muy bien cuidada, en villa Jardines de La Estación. Casa de 2 pisos con estacionamiento y  patio trasero con cobertizo.La casa cuenta con:- 2 Dormitorios- 1 Baño- 1 Cocina Amoblada - 1 Loggia- Patio Trasero de amplio espacio- Entrada de Autos techada para 2 vehículos.Para agendar visitas enviar mail  enviar un Wsp al +56 9 85025150 corredor Marco Pereira."
181,Departamento,comprar,"2.142,14",60.000.000,Estación Central,1,2,"EXCELENTE OPORTUNIDAD DE INVERSIÓNSe Vende Departamento con Estacionamiento y Bodega.El departamento cuenta con:- 2 dormitorios.- 1 baño- Cocina amoblada.- Estacionamiento Subterraneo.- Bodega de 5mts 3- Gastos Comunes aproximadamente de 35.000.Además el edificio cuenta con:- Lavandería- Gimnasio- Salas de Eventos- Conserjería las 24 hrs- Accesos controladosCercano a Metro Las Rejas, Espacio Urbano, Hospitales , etc.contactar  a corredor vía mail o al wsp +56 9 85025150"
182,Departamento,comprar,"3.141,81",88.000.000,Santiago,1,1,"¡Atención Inversionistas!Se vende precioso e impecable departamento ubicado en un segundo piso con excelente iluminación, remodelado, a pasos de la estación de metro Bellas Artes, cercano al Barrio Lastarria, a pasos del  supermercado Líder, cafés, restoranes , locales comerciales, etc.Ideal para arrendar por días en plataformas tipo Airbnb, en un lugar muy solicitado por turistas.La propiedad cuenta con:- Living.- Cocina- 1 Dormitorio en suite.- Amplio baño principal con puertas de vidrio. - Closet.- Sin ascensor.- No tiene estacionamiento.Gastos comunes: $20.000 incluyen agua caliente. contactar a Marco Pereira el corredor de PropiedadesConsiderar comisión del 2%."
183,Casa,comprar,"2.499,16",70.000.000,La Florida,1,3,"Se vende acogedora Casa de 2 pisos a 8 cuadras de Vicuña Mackenna, altura metro Elisa Correa, muy bien mantenida:La Casa cuenta con :3 Dormitorios1 BañoCocina AmobladaLiving- Comedor separadoPatio TraseroEstacionamiento para 1 vehículo.La casa esta cercana a Supermercados, Hospitales, Bomberos, Metro, Colegios, etc.Exenta de Contribuciones.Wsp: +56 9 85025150Comisión de Corretaje 2%"
184,Casa,comprar,"3.391,72",95.000.000,San Bernardo,3,3,"Se vende casa de dos pisos aislada. en Condominio Lomas de Nos San Bernardo.Superficie106 m² construida200 m² terrenoSegundo Piso:Tres dormitorios (habitación matrimonial en suit), todos con closet, dos baños, sala de estar.Primer piso:Living comedor por separados, cocina tradicional con comedor de diario, bodega, home office, estacionamientos para dos vehículos.Equipamiento del condominio:Piscinas, club house, estacionamientos de visitas, juegos para niños, cámaras de seguridad, conserjería las 24 hrs.Ubicación:Camino Padre Hurtado, a 2 kilómetros del autopista acceso sur, Mall plaza sur, metro estación Nos, supermercados, colegios."
185,Casa,comprar,"2.495,59",69.900.000,San Bernardo,1,2,"CASA ESQUINAExcelente ubicación y proyección comercialPrimer piso: AlbañileriaSegundo piso: Tabiqueria en Vulcometal, con revestimiento exterior  Siding fibrocemento.Terreno: 110 m2Casa:55 m2Los Zorzales 1037, Villa Las Palmas San Bernardo.Con su documentación al día. *** PRECIO REBAJADO POR VIAJE"
186,Casa,comprar,"2.035,03",57.000.000,Puente Alto,2,3,"VENDO CASA UBICADA EN PASAJE HERMANO ELIODORO, VILLA HERMANO DE LA SALLE COMUNA DE PUENTE ALTO, CASA AMPLIADA DE CONSTRUCCION FIRME (NO REGULARIZADO) LA CASA CUENTA CON 2 PISOS PRIMER PISO: LIVING, COMEDOR Y CONCINA, BAÑO VISITAS, PATIO TRASERO Y DELANTERO (ARREGLADO PARA ESTACIONAR 2 VEHICULOS)SEGUNDO PISO: 3 HABITACIONES Y BAÑOSALDA INMEDIATA A AUTOPISTA ACCESO SUR, SUPERMERCADOS, COLEGIOS, JARDINES INFANTILES.PARA COORDINAR VISTITAS CONTACTARSE CON RODRIGO +56971094427 O MARIA JOSE +56932159624"
187,Casa,comprar,"1.678,01",47.000.000,La Cisterna,1,2,"Se vende casa ubicada en calle Nueva Oriente 9246.La propiedad tiene una superficie total de 280m2 y 74,8 metros cuadrados construidos.Tiene 2 dormitorios, 1 baño, acceso a 1 estacionamiento, cocina y reja. La casa se encuentra en regular estado, por eso el precio.Para mas informaciónLlamar o enviar whatsApp +56985251359"
188,Departamento,comprar,"3.391,72",95.000.000,Ñuñoa,1,2,"SE VENDE DEPARTAMENTO EN ÑUÑOACARACTERÍSTICAS DEL DEPARTAMENTOSuperficie: 44 m2 aprox.Cantidad dormitorios: 2Cantidad de baños: 1Cocina: Cocina AmericanaNúmero depto: 181Piso: 18Orientación: Sur (Fresco durante el verano)Dirección: San Eugenio 1209, Ñuñoa.Estacionamiento: En subterráneo -2Bodega: En subterráneo -3Gastos comunes: $50.000 mensuales aprox.Único dueño.CARACTERISTICAS DEL EDIFICIO:Número de pisos: 25Ubicación: a 300 metros del metro Ñuble, por donde pasa la línea 5 del metro y la nueva línea 6.Se encuentra frente al parque San Eugenio (Parque de 500 metros de largo, ideal para trotar). Está ubicado a 3 cuadras de una Copec, y a 1 km de Supermercado Líder Express.Tiene aproximadamente 50 estacionamientos para visitas en el patio del edificio (Cerrado).El edificio tiene gimnasio, salón de pool, sala de computadores, quincho en terraza, quincho en el patio y salón de eventos.Tiene una lavandería con lavadoras y secadoras en primer piso.El edificio tiene en la terraza un jacuzzi privado que se reserva por $10.000.El edificio tiene un terreno muy grande, áreas verdes, plazas interiores, y una piscina en forma de 8 como se ve en las imágenes.Conserje en la entrada de la calle y en primer piso del edificio.Control y seguridad del edificio con cámaras.IMPORTANTE: EL COMPRADOR SE LLEVA DE REGALO TODOS LOS MUEBLES QUE SE VEN EN LAS FOTOS, ESTO ES:LED 55"" Samsung en Living ($1.100.000)Sofá de tienda 3°Piso Parque Arauco ($700.000)Cortina Hunter Douglas Motorizada y con Control Remoto ($950.000)Rack Rosen Negro ($300.000)Subwofer Samsung 5.1 ($150.000)Refrigerador Daewoo ($500.000)Juego de Terraza de Ratán ($120.000)Cama 2 plazas + Veladores ($400.000)LED 42"" LG ($400.000)Camarote habitación 2 ($200.000)NOTA: Estos precios fueron los que se pagaron por los muebles.EL DEPARTAMENTO SE PUEDE VISITAR A CUALQUIER HORA, CUALQUIER DÍA DE LA SEMANA.NÚMERO DE CONTACTO PARA LLAMADAS O WHATSAPP: +56993059035 (GIO, PROPIETARIO)"
189,Departamento,comprar,"1.785,11",50.000.000,La Florida,1,3,"Acogedor departamento con 3 dormitorios piso ceramica, un baño con ceramica . cocina y logia con un estacionamiento  (tercer piso) 48 metros cuadrados aprox"
190,Casa,comprar,"3.213,21",90.000.000,Puente Alto,2,3,"Comoda casa totalmente solida con mejor conectividad Living -comedor 3 dormitorios 2 baños cocina amoblada y comedor de diario logia Ante jardín  y patio trasero ,cobertizo de tejas asfálticas terraza con planchas UV sistema inteligente con cámaras de seguridad puede prender las luces desde cualquier lugar que este a través del  celular"
191,Casa,comprar,"6.069,40",170.000.000,Pedro Aguirre Cerda,3,4,"Se vende casa Casa esquina 6 dormitorios baño cocina living comedor, sala de estar entrada de vehiculo 2 locales comerciales, uno funcionando como restaurante al dia toda documentacion, patentes al dia de restaurante dia y noche de alcohol y de bar, funcionando buena clientela"
192,Casa,comprar,"624,79",17.500.000,La Reina,1,3,"Se vende casa 3 dormitorios, 1 baño, living comedor, cocina, bodegas.Gran patio de 300m2, con posibilidad de construir habitaciones con entrada independiente para rentar"
193,Departamento,comprar,"2.000,00",56.018.660,Santiago,1,1,"Excelente departamento para inversión a dos cuadras de metro Santa Ana (línea 2- línea 5). Cuenta con living comedor con pequeño balcón y sistema de calefacción, cocina americana equipada con encimera, horno y campana eléctrica, un dormitorio con clóset, baño con tina y conexión a lavadora. Inmejorable ubicación en Condominio con vigilancia las 24 hrs., entrada con torniquete, piscina, quincho, lavandería, sala de eventos, estacionamiento de visitas y motos. Gastos comunes: $55.000.- aprox. incluyen agua caliente. Exento de Contribuciones.Constructora: ArmasAño del Edificio: 2016"
194,Casa,comprar,"4.284,28",120.000.000,Maipú,2,3,"URGENTE!!!!!!, Necesito comprar casa en la comuna de Maipu, específicamente en los sectores de Avda central, Luis Gandarillas, Primera transversal, segunda transversal, cerca de Villa Perlak, o sus alrededores que cumpla con los siguientes requisitos:3 dormitorios2 bañosLiving -comedorCocinaAntejardinEstacionamiento para 2 vehículosPatio con pasto o tierra para poder poner pastoBuen estadoPago dependiendo estado de la propiedadFavor contactar urgente a los números 974881760 o al 985966784"
195,Casa,comprar,"4.998,33",140.000.000,Puente Alto,2,3,"En venta linda casa ubicada en Conjunto Habitacional Campanario Parque Residencial, Puente Alto.$150.000.000Cercana a colegios, supermercados, centro de estudios superiores Inacap, excelente conectividad, a cinco minutos caminando a estación de metro Sotero del Río, Vicuña Mackenna.Características:Amplio Living Comedor2 baños3 dormitoriosCocina amobladaBodegaAmplio ante jardínPatio traseroPatio posterior para estacionar 3 vehículos."
196,Casa,comprar,"2.856,19",80.000.000,Huechuraba,1,3,"Se vende propiedad cercana a colegios y locomocion colectiva:Construido 70Terreno 150 3 dormitorios, 1 baño, living . cocina, entrada 3 vehiculos , antejardín , patio."
