,body,datetime,headline,lead,news_type
763,"El hecho ocurrió cuando esperaba locomoción pasadas las 20:30 de este martes 26 de octubre para dirigirse al turno de noche de su trabajo, en la empresa Carozzi, ubicada en Nos.Campillai fue intervenida en el Centro Oftalmológico Láser y luego fue trasladada hasta el Instituto de Seguridad del Trabajo, donde recibió atención médica para salvar la visión de su ojo derecho. Sin embargo, esto fue imposible y en horas de la tarde se informó que el glóbulo ocular fue destrozado por dentro. De acuerdo a los médicos que la atendieron, la lacrimógena le astilló huesos del frontal, nariz y órbita.El director del INDH, Sergio Micco, condenó la acción policial y manifestó que no es posible que en menos de un mes haya dos personas que han perdido la visión completa por la violenta acción de la policía, que no se condice con los protocolos que deben seguir.Este martes 26 de octubre se conoció finalmente la lamentable situación del joven universitario Gustavo Gatica, quien perdió la visión de ambos ojos, pese a los esfuerzos otorgados para salvarle la visión de su segundo ojo impactado por perdigones.El caso de F.C.R. viene a corroborar lo advertido desde un principio por el director del INDH, Sergio Micco, en cuanto a que “todo procedimiento policial tiene que ser con absoluto apego, respeto y protección a los derechos humanos. Sin embargo, ello no está ocurriendo y cada vez hay más víctimas de la violencia policial”.Micco ha sido enfático en señalar que los protocolos no se están aplicando bien, desde la perspectiva que el INDH ha observado más de 161 manifestaciones en la que se emplean perdigones, a pesar de que no haya un riesgo físico e inmediato para el carabinero que hace uso de estos.",2019-11-28T02:04:18+00:00,INDH se querella por homicidio frustrado contra Carabineros en favor de trabajadora que quedó ciega,"Una querella por homicidio frustrado presentó el Instituto Nacional de derechos Humanos (INDH) a favor de F.C.R., de 36 años, quien de acuerdo a lo denunciado por su hermana y su esposo, recibió un impacto de lacrimógena disparada por Carabineros, que le hizo perder de inmediato el ojo izquierdo.",Nacional
764,"La Fiscalía de Chile informó ayer que ha abierto 2.670 investigaciones penales por violaciones a derechos humanos, las que involucran a igual número de víctimas, y que habrían sido cometidas por agentes del Estado, entre el 18 de octubre, cuando comenzaron las manifestaciones sociales en el país, y el 10 de noviembre pasado.De acuerdo a la información divulgada por la Unidad Especializada en Derechos Humanos de la Fiscalía Nacional, 2.141 víctimas son hombres y 525, mujeres. Por edades, 2.242 son adultos y 422 son niños, niñas o adolescentes.Entre el total de víctimas, 13 se han identificado como mapuches, en tanto que otras 41 personas son extranjeras, de las cuales la mayoría son ciudadanos colombianos y peruanos.De acuerdo a la información entregada por las víctimas al momento de hacer la denuncia, 90 habrían sufrido desnudamientos; 26 habrían enfrentado hechos constitutivos de violación o abuso sexual; y 8, amenazas de cometer delitos sexuales en su contra.Las lesiones por armas de fuego suman 720, en tanto que los apremios ilegítimos cometidos por funcionarios públicos ascienden a 1.679. Los abusos contra particulares llegan a 774 y los casos de torturas, a 44.Las víctimas han detallado que en 1.820 casos sufrieron violaciones a sus DD.HH por agentes del Estado en la vía pública, mientras que otros 241 habrían sido cometidos en comisarías, brigadas policiales o recintos militares. Adicionalmente, 45 personas denunciaron que los hechos habrían ocurrido en domicilios particulares; 44 en carros policiales; y 41 en locales comerciales, entre otros.Del total de investigaciones, 2.052 corresponde a denuncias contra Carabineros; 183 involucran al Ejército; 50, a la PDI; y 26, a la Armada.Dada la naturaleza de las denuncias y quienes son sindicados como los presuntos responsables, la Fiscalía ha desplegado a sus equipos de Atención a Víctimas y Testigos en distintos centros de salud para recoger relatos de los afectados, lo que ha permitido abrir de oficio 100 investigaciones, que no estaban presentándose. Otros 872 casos han sido conocidos por denuncias de las víctimas, tras las audiencias de control de detención; en tanto que otros 1.504 casos fueron denuncias presentadas en fiscalías locales.",2019-11-27T21:27:24+00:00,Fiscalía eleva a 2 mil 670 las investigaciones penales por violaciones a DDHH,"Del total de víctimas, 525 son mujeres y 422 son niñas, niños o adolescentes. Asimismo, entre las personas cuyos derechos humanos han sido afectados se cuentan 13 víctimas mapuches y 41 extranjeros.",Nacional
765,"“Para tratar de salir de esta crisis hay que avanzar en paralelo, al mismo tiempo, en reformas sociales, políticas, agendas de Seguridad y antiabusos. Todas en paralelo. El atraso de una, neutraliza a la otra”, señaló hoy el diputado y presidente de RN, Mario Desbordes.Para el parlamentario “no hay que confundir a los manifestantes con los violentistas. Al violentista hay que condenarlo con mucha fuerza, hay que hacer un agenda intensa para atacar a los encapuchados, a la gente que esta destruyendo nuestras ciudades”.",2019-11-27T20:40:14+00:00,"Mario Desbordes: El atraso de una agenda, neutraliza la otra","“No hay que confundir a los manifestantes con los violentistas"", señaló el presidente de RN.",Nacional
766,"El proyecto, que ahora fue despachado a la Sala del Senado, junto con crear una comisión especial técnica que definirá los montos futuros, establece una norma que permite que se rebaje el 50% de la dieta y las altas remuneraciones del sector público, al momento de publicada la ley.En este contexto, los objetivos del proyecto de ley son establecer un sistema de determinación de la dieta parlamentaria que responda al principio de transparencia, equidad e igualdad ante la ley, haciéndolo extensivo a las remuneraciones de las autoridades y jefaturas del sector público, junto con una rebaja inmediata al momento de publicada la ley respectiva.La propuesta, originada en cinco mociones refundidas, fue expuesta ante la Sala conforme al texto planteado por la Comisión de Constitución, que rindió el diputado Gabriel Boric (CS).Remuneraciones de autoridadesLa norma indica que son públicas las remuneraciones y dietas de las autoridades y jefaturas de la administración del Estado, tal como el Presidente y ministros de Estado, el Congreso Nacional, el Poder Judicial, Ministerio Público, el Tribunal Constitucional, la Justicia Electoral, Contraloría, FFAA, de Orden y Seguridad, el Consejo de Seguridad Nacional, el Gobierno y administración interior y de las empresas y universidades del Estado.En esta línea, dichas remuneraciones “serán fijadas cada cuatro años por una comisión integrada por dos miembros designados por el Consejo de la Alta Dirección Pública, dos miembros designados por el Banco Central y un miembro designado por el Presidente de la República”.Podrán integrar esta comisión aquellas personas que hayan ejercido anteriormente como consejero del Banco Central, contralor general de la República, ministro de Hacienda, director o subdirector de Presupuestos, director nacional del Servicio Civil o consejero de la Alta Dirección Pública.Para el desarrollo de esta función, el Banco Central actuará como secretaría técnica de esta comisión, proveyéndola de los antecedentes necesarios para el cumplimiento de su cometido.Las remuneraciones y dietas de estas autoridades y jefaturas antes señaladas se reajustarán anualmente conforme a las variaciones del índice de precios al consumidor.Se indica también que “con todo, ninguna autoridad pública podrá recibir una remuneración o dieta superior a la que reciba el Presidente de la República”.Rebaja del 50%El ahorro que implique la entrada en vigencia de esta reforma será destinado con discrecionalidad por el Presidente de la República en el proyecto de Ley de Presupuestos del Sector Público de cada año. Se autoriza al Presidente de la República, al dictar el texto refundido, coordinado y sistematizado de esta reforma constitucional, para que en aquellos asuntos que se remitan al artículo 62 que se deroga se disponga que serán regulados conforme determina la presente reforma constitucional.Finalmente, en el proceso de votaciones, se rechazó otra norma que planteaba una rebaja en un 50% de los gastos en personal, gastos operacionales y asesorías externas. La norma, refutada por 57 votos a favor, 80 en contra y 13 abstenciones, no fue apoyada en forma mayoritaria dado que dejaba sin empleo a un importante contingente del personal de los parlamentarios.Manifestaciones positivasLa votación fue celebrada por la diputada Vallejo, quien manifestó que “Por 150 votos a favor y ninguno en contra se aprueba la rebaja de un 50% de la dieta parlamentaria. El avance de este proyecto y que hoy todas las fuerzas políticas estén a favor es gracias a la movilización social!”Por 150 votos a favor y ninguno en contra se aprueba la rebaja de un 50% de la dieta parlamentaria. El avance de este proyecto y que hoy todas las fuerzas políticas estén a favor es gracias a la movilización social!— Camila Vallejo Dowling (@camila_vallejo) November 27, 2019El diputado Boric también se expresó ante la aprobación del proyecto de ley. “Después de 6 años empujando logramos que se aprobara en la Cámara de Diputados. Es gracias a que Chile despertó”, aseguró.Lo logramos! Les comparto intervención de hoy en proyecto de rebaja de dieta parlamentaria. Después de 6 años empujando logramos que se aprobara en la Cámara de Diputados. Es gracias a que Chile despertó. Seguimos!https://t.co/kvQYlcVqZl— Gabriel Boric Font (@gabrielboric) November 27, 2019Fuente: Cámara de Diputados.",2019-11-27T20:04:01+00:00,Cámara aprueba con unanimidad rebajar en un 50% dieta parlamentaria,Con 150 votos a favor y ninguno en contra se aprobó la  reforma constitucional que rebaja la dieta parlamentaria y sueldos de otras autoridades del Estado.,Nacional
767,"Hoy, el Consejo de Defensa del Estado presentó una querella contra los funcionarios públicos que resulten responsables por la contaminación que sufrieron los habitantes de Concepción/Talcahuano y Quintero/Puchuncaví entre los días 4 y 20 de agosto de 2018.Esto, debido a que según los antecedentes con los que cuenta el CDE, la Empresa Nacional del Petróleo (ENAP) adquirió crudo (petróleo sin refinar) iraní elevado en gases contaminantes, específicamente Ácido Sulfhídrico, sin tomar los resguardos y precauciones necesarias en el traslado a ambas ciudades puerto donde la ENAP tiene refinerías, lo que provocó la emanación de estos gases, que en altos niveles resultan nocivos para el ser humano.La querella fue presentada por el delito de propagación de agentes contaminantes o tóxicos (artículo 291 del Código Penal).Mañana en Talcahuano, los abogados del CDE participarán de la audiencia de formalización de la investigación contra 6 funcionarios de la Empresa.",2019-11-27T19:54:05+00:00,CDE presenta querella por contaminación en Talcahuano y Quintero,La querella fue presentada por el delito de propagación de agentes contaminantes o tóxicos (artículo 291 del Código Penal).,Nacional
768,"Una interpelación al Ministerio de Educación y a las y los parlamentarios realizó el presidente del Consorcio de Universidades del Estado y rector de la U. de Chile, Ennio Vivaldi para realizar una reflexión en torno a la educación pública en el país. Una demanda que los planteles estatales han levantado de manera histórica y que en el contexto del estallido social en Chile toma mayor relevancia. “Es un momento de la historia del país que requiere actitudes generosas, llamando al diálogo constructivo, con una voluntad de dar soluciones. Llamamos a conversar sobre los grandes problemas de fondo, que están a la raíz del conflicto social que hoy nos remueve”, expresó Vivaldi.Aseguró también que es necesario reconocer que ha existido una negligencia con la educación pública en el país, como base de las transformaciones sociales. “Una política que incentivó a que quienes tienen más ingresos reciben mejor educación, dejando atrás a las personas con menos ingresos, llevó a la división que hoy existe en el país. Ha habido un daño enorme y una irresponsabilidad tremenda al no entender el aporte que la educación pública hace a la cohesión del país”, indicó.“Hacemos un llamado a que exista una instancia para conversar, lo hemos planteado a las autoridades de gobierno, a las autoridades parlamentarias. Que no se puede seguir una política educacional que no comprenda una reflexión acerca del rol de la educación pública juega en la cohesión social y en el desarrollo del país”, agregó el rector de la U. de Chile.Finalmente hizo un llamado a convocar a un diálogo amplio, convocando a la ciudadanía. “Como universidades públicas y estatales afirmamos que la tremenda hostilidad que ha habido por décadas con el sistema público está a la raíz de las injusticias que hoy vivimos, que a su vez están a la raíz del descontento social”.",2019-11-27T19:23:33+00:00,Rector Vivaldi hace llamado al Mineduc para relevar el rol de la educación pública,"La máxima autoridad de la U. de Chile instó al gobierno y al parlamento a hacerse responsables por el estado de la educación pública, entendiéndola como parte fundamental de la cohesión nacional. """,Nacional
769,"Luego que la Agencia France-Press (AFP) afirmara este miércoles que “Francia rechazó aconsejar a Chile sobre métodos para mantener el orden”, el diputado de la UDI y miembro de la Comisión de Relaciones Exteriores de la Cámara, Issa Kort, adelantó que pedirá a la cancillería chilena informar “ si es efectivo o no que Chile haya pedido alguna ayuda policial y si es efectivo o no que se le haya negado esa solicitud”.En ese contexto, el parlamentario subrayó que se hace necesario “conocer la opinión formal de la cancillería chilena y de la embajada chilena en París y saber si efectivamente se produjo la solicitud formal y oficial de colaboración entre ambas policías”.“Normalmente hay colaboración constante por los convenios binacionales firmados, no solamente quizás con Francia, sino con la Comunidad Europea en general. Creo que es poco prudente pronunciarse o calificar ese trascendido de prensa o lo que plantea una agencia europea, sin antes oír la versión oficial de la Cancillería chilena”, concluyó el diputado Kort.",2019-11-27T19:22:00+00:00,Diputado UDI solicita a Cancillería confirmar si Francia se negó a aconsejar a Chile en métodos de orden público,La Agencia France-Press aseguró que gobierno galo señaló que no prestará ningún tipo de cooperación o asesoramiento en materia de seguridad al gobierno chileno y policías.,Nacional
770,"Este año se cumple una década desde la creación de Bitcoin, la primera criptomoneda de vigencia internacional, y que al día de hoy se ha convertido no sólo en una forma de adquirir bienes y servicios en cualquier parte del planeta sino también en un gran negocio.Así, las características principales de este tipo de moneda, anonimato y descentralización, la convierten en el sistema financiero perfecto para el mundo de las apuestas y los juegos de casino.Pero, ¿qué es Bitcoin? Un sistema único de dinero digital protegido por tecnología criptográfica que no tiene versión física o en papel: sólo existe dentro del universo digital. No obstante, puede utilizarse tanto para la compra de productos offline, como para retirar fondos en países extranjeros y hacer inversiones monetarias. Además, y al contrario del dinero que maneja la mayoría, Bitcoin es finito. Es decir, sólo se pueden crear 21 millones de monedas.¿Cómo se consigue? Existen dos maneras: se puede descargar la aplicación desde el sitio oficial o utilizar un recurso externo, como Blockchain. En ambos casos hay agentes especializados para ayudar en el proceso a quien esté interesado en comprar.Esta creación significó no sólo una revolución en la forma de entender el dinero en general sino también en la forma en la que se manejan los casinos y las casas de apuestas deportivas online. Sus dueños vieron en Bitcoin beneficios que con el sistema monetario tradicional serían imposibles: anonimato para usuarios y transacciones; ausencia total de comisiones (o mínimas); agilidad en los procesos; y la posibilidad de jugar en cualquier parte del mundo (incluso en los países en los que apostar es ilegal).Para los dueños de casinos es tan rentable que suelen ofrecer bonos y regalos a quienes usen Bitcoin para promover su uso. Es veloz, simple y seguro; un casino online que se maneja con criptomonedas puede empezar a funcionar en sólo dos o tres semanas, a comparación de uno tradicional que puede llevar meses. No necesitan licencias de forma obligatoria y además, como aún no son tantos, la competencia es baja y el público cada día crece un poco más.Existe sólo un riesgo potencial asociado a los negocios con criptomonedas y es la falta de reconocimiento y prohibición por parte de los bancos centrales mundiales. Sin embargo, aún no han habido inconvenientes.Por el momento, sólo el 15% de los casinos actuales se especializa en Bitcoin, pero los expertos concuerdan que ese número crecerá sustancialmente en los próximos años, no sólo por los beneficios para dueños y usuarios sino porque las criptomonedas representan una alternativa segura para países con sistemas financieros inestables. Es solo cuestión de tiempo para ver dónde llegará la última revolución de las apuestas.",2019-11-27T19:07:54+00:00,Bitcoin y la revolución de las apuestas,"Solo el 15% de los casinos actuales se especializa en Bitcoin, pero los expertos concuerdan que ese número crecerá sustancialmente en los próximos años, no sólo por los beneficios para dueños y usuarios sino porque las criptomonedas representan una alternativa segura para países con sistemas financieros inestables.",Economía
771,"El pasado 24 de noviembre, el presidente Piñera, tras una visita a la escuela de suboficiales de Carabineros acompañado por los ministros del Interior y Defensa, sostuvo que enviará un proyecto de ley al Congreso para “permitir a las FFAA, sin necesidad de estados de excepción o restringir los derechos ciudadanos, colaborar en la protección de la infraestructura crítica del país, como el abastecimiento energético, incluyendo la infraestructura policial”.En esta instancia adelantó que, durante esta semana, las policías chilenas recibirán la asesoría de similares de Inglaterra, España y Francia, para que los ayuden a mejorar los mecanismos de control del orden público.En ese contexto, Francia negó dar dicho asesoramiento. “En este momento no estamos cooperando con las autoridades chilenas sobre asesoramiento sobre métodos para mantener el orden, y todos los proyectos que puedan haberse planificado están pospuestos”, dijo el miércoles a la agencia AFP la policía francesa.",2019-11-27T18:59:46+00:00,Francia rechazó asesorar a policía chilena sobre métodos de control del orden público,"La información fue confirmada por la policía francesa a la agencia internacional AFP, quienes aseguraron que ""no estamos cooperando con las autoridades chilenas"" sobre esta área.",Internacional
772,"En la Región Metropolitana se presentará “Nieblas del Consciente”, muestra de los artistas Aníbal Ellado, “Roco” y Juan Esteban Reyes, donde las obras dialogan con la frágil y precaria realidad que sujeta, compone y moldea a la sociedad.La exhibición es parte de la convocatoria 2019 del espacio expositivo llamada “Tres Ojos”, donde cada mes tres artistas presentaron sus obras en conjunto, potenciando entre sí sus miradas respecto a las artes visuales.Para esta ocasión los artistas trabajaron con conceptos relacionados a la situación actual del país, poniendo en contraposición el ajetreo diario de la vida cotidiana con los pequeños desajustes que van dando cuenta del malestar que existe en la población.El trabajo de Juan Esteban Reyes indaga en procesos y operaciones pictóricas que le permiten abordar conceptos como el claroscuro, el estudio del cuerpo y diversas posibilidades representativas del dibujo y la pintura.Sus creaciones van desde el desarrollo de escenarios ficticios que simulan rutinas médicas post-mortuorios a través de las posturas de los cuerpos, hasta la elaboración de escenas construidas a través de la superposición de capas de color o diversos materiales, creando una atmósfera de extrañeza y oscuridad característica en su obra.Obra de Juan Esteban Reyes.La obra plástica de Aníbal Ellado transita desde el graffiti a la pintura de caballete, donde ambas disciplinas se nutren para dar cuenta del cotidiano en las periferias de Santiago, reflexionando sobre el abandono, precariedad, violencia y hacinamiento de los sectores populares.Obra de Anibal Ellado.El trabajo de Roco (Rodrigo Camiruaga) es abordado desde una investigación introspectiva que mezcla espacios reales e imaginarios, con estados anímicos tan personales como sociales, en los que contrastan los anhelos y los miedos para decantar en el retrato de escenas distópicas cargadas de pesadilla y caos.Obra de Roco.“Nieblas del Consciente”, se inaugura este 28 de noviembre las 19.30 hrs. en las dependencias de Galería BAJ RM (Av. Presidente Balmaceda 1215, piso 2). Este evento es parte de la programación nacional #SeguimosAquí que BAJ desarrollará hasta fin de año, y que busca relevar a las distintas manifestaciones artísticas como herramientas fundamentales para enfrentar, resistir y expresar, distintos puntos de vista sobre la realidad actual, especialmente en el contexto que vive el país.La muestra estará disponible de lunes a viernes de 15:00 a 18:30 hrs, hasta el 27 de diciembre. La entrada es liberada.",2019-11-27T18:18:56+00:00,Tres artistas dialogan sobre lo frágil de la cotidianidad en Galería Balmaceda Arte Joven,La muestra es parte de la programación de BAJ #SeguimosAquí y estará abierta desde el 28 de noviembre hasta el 27 de diciembre.,Cultura
773,"Fabiola Campillay recibió el impacto de una bomba lacrimógena en su rostro en la comuna de San Bernardo; la trabajadora de 36 años perdió la visión de su ojo izquierdo y se encuentra en la UCI del Instituto de Seguridad del Trabajo en estado grave.Testimonio de familiares sostuvieron que el hecho ocurrió cerca de las 20:30 horas cuando Campillay se desplazaba desde su hogar hasta su lugar de trabajo (empresa Carozzii), acompañada por su hermana. En el trayecto se encontró con manifestantes que intentaban cortar las vías del tren cerca de la estación Cinco Pinos.Frente a esto, Fuerzas Especiales de Carabineros, lanzaron gases lacrimógenos para disuadir la protesta, contexto en que la mujer fue impactada por uno de estos elementos en su rostro. La agresión le provocó la pérdida del ojo izquierdo y una fractura nasal.“Ella se dirigía a su trabajo y yo la acompañé por lo mismo, por los disturbios y los Carabineros salieron de repente y dispararon”, expresó la hermana de Fabiola a Radio Bío Bío.En tanto, el tío de la víctima expresó al mismo medio que, a su juicio, la responsabilidad es de Carabineros. “No se puede aceptar que Carabineros trate mal a la gente. Estamos preocupadísimos, mi sobrina es súper joven y que le haya pasado esto… por un par de policías que son incompetentes, por no medir lo que está pasando”, expresó.Investigación en cursoEl capitán Juan Loyola, oficial de la Prefectura del Maipo, indicó que Campillay llegó con lesiones ocular bilateral. “Se tomó contacto con el fiscal de turno de la Fiscalía de San Bernardo en el cual se le expone que hagamos todos los antecedentes para poder transparentar todo tipo de procedimiento”, señaló a la radio.Finalmente, la Fiscalía Regional Occidente instruyó a la Brigada de DDHH de la PDI para investigar las responsabilidades penales del caso, causa que estará a cargo Gamal Massú, fiscal jefe de San Bernardo.",2019-11-27T17:46:51+00:00,Fiscalía solicitó investigar caso de mujer herida con bomba lacrimógena en el rostro,La Brigada de Derechos Humanos de la Policía de Investigaciones (PDI) se encuentra indagando la causa.,Nacional
774,"El resultado del estudio Asuntos Mundiales, desarrollado por Ipsos en 28 países en agosto pasado y liberado esta semana a la opinión pública, entrega nueva evidencia de las fuertes tensiones que enfrentan las democracias en América Latina en el último tiempo.La investigación consulta a más de 18 mil personas por distintos aspectos respecto de la toma de decisiones políticas en sus países y entrega nítidos antecedentes para comprender la ola de estallidos sociales que se han visto en el continente en los últimos meses.Por ejemplo, solo un 15% de chilenos encuestados estuvo de acuerdo en que el sistema político del país “hace un buen trabajo al representar las opiniones e intereses de sus ciudadanos”. En Colombia ese número sube a 17%, Argentina 20% y Perú con 23%. El promedio de acuerdo a nivel global con esa afirmación es de 27%.Frente a la afirmación “El sistema político en mi país ha sido capturado por una élite corrupta, obsoleta e irreformable”, el 73% de chilenos está de acuerdo. En Colombia esa cifra llega a 86%, en Perú al 82% y en Argentina es 70%.En los mismos países, la expectativa de que los hijos de los encuestados vivan en una democracia mejor a la de hoy supera el 90% de acuerdo en el siguiente orden: Argentina, México y Colombia, 91%; Chile y Perú con 90% y Brasil con un 78% acaparando las primeras posiciones de esa tabla a nivel mundial. Los países europeos parecen mucho más satisfechos con sus democracias.¿Dónde ven una oportunidad las personas encuestadas? En la tecnología. El 52% de los chilenos cree que la revolución en la tecnología digital transformará la democracia en el país en algo mejor. En Perú es 64%, México 57%, Colombia 54% y Brasil, 52%.Los ciudadanos también consideran que la tecnología digital permite una democracia directa y que se debiera reducir el poder de los funcionarios electos para poder tener una opinión más directa de cómo se gobierna. El 67% de los encuestados en Chile estuvo de acuerdo con esa afirmación; en Colombia un 75% está de acuerdo, Perú 69%, México 68%, Brasil 62% y Argentina, 59%.",2019-11-27T17:08:23+00:00,Ipsos: 90% de chilenos espera que sus hijos vivan en una mejor democracia que la actual,Estudio de opinión Ipsos Global realizado antes del 18 octubre evidencia las tensiones para las democracias en Chile y otros países de América Latina que estaban latentes.,Salud y Sociedad
775,"El grupo llamó a una manifestación el día jueves 28 de noviembre al medio día en La Moneda, para protestar en contra de los heridos oculares por los agentes del Estado, día en que anunciarán la acción legal, según informó Interferencia.Marta Valdés es vocera de la coordinadora y madre de uno de los heridos con lesión ocular. En entrevista con el medio Interferencia, comentó que se están organizando desde el pasado domingo y la agrupación ha crecido rápidamente, conformada por más de 40 familias, que representan a lesionados, con personas que van desde los 14 a los 50 años“Contamos con apoyo de abogados, personas del área de salud y también profesionales que ven el tema de medios de comunicación”, señaló Valdés.Sobre la acción legal, aseguró que existen pruebas “a partir de los traumas oculares por balines y perdigones que indican que no se han respetado los protocolos por parte de Carabineros, ya que ni siquiera han cumplido la distancia mínima para percutar, además que disparan al rostro”, argumentó.“Ahora dicen que van a dejar de hacer uso de estos elementos, pero eso no es verdad. Ellos siguen ocupándolos. Lo otro, es es que también tenemos lesionados con trauma ocular a partir de bombas lacrimógenas”, agregó.En este contexto, durante la manifestación de ayer martes 27 de noviembre, se reportó que Fabiola Campillai (36), fue impactada con una bomba lacrimógena en su rostro durante el trayecto entre su casa y su lugar de trabajo. A raíz de esto, Fiscalía Regional Occidente instruyó a la Brigada de Derechos Humanos de la PDI para realizar investigaciones y determinar responsabilidades penales del caso.Acción legal contra Sebastián PiñeraLa Coordinadora aseguró que las responsabilidades recaen en el mandatario y aseguraron que tienen como objetivo “que se haga justicia, que también exista una reparación a las víctimas y además realizar una demanda contra el Estado, directamente contra el presidente Piñera”.“Esperamos que para hacer la demanda al presidente Piñera seamos muchos más, para que tenga más fuerza. Es mucho más representativo y por eso queremos sumar a todos los que han sufrido violaciones a sus derechos humanos. No puede haber democracia si hay impunidad”, remarcó la vocera.Gustavo GaticaEl día de ayer la Clínica Santa María dio a conocer un nuevo parte médico del joven de 21 años que fue impactado en ambos ojos por balines de Carabineros. En el documento se expresó que el estudiante de psicología fue dado de alta con “visión cero bilateral permanente”.La vocera lamentó la noticia y aseguró que como Coordinadora visitarán a la familia para presentarle su solidaridad y apoyo.“la lucha la vamos a continuar para que lo que hizo Gustavo y otros jóvenes no sea en vano. La verdad, lo que hemos salido a pedir a la calle nos ha costado, literalmente, un ojo de la cara”, finalizó Valdés.",2019-11-27T16:52:42+00:00,Presentarán querella contra Piñera por traumas oculares durante estallido social,"Recientemente se creó la ""Coordinadora de Víctimas de Traumas Oculares"", integrada por más de 40 familias que han sido víctimas de la represión policial. La organización presentará una acción legal contra el Presidente, ya que -a su juicio-, es el responsable de los daños.",Nacional
776,"El presidente de la República, Sebastián Piñera, hizo un punto de prensa, tras una intensa reunión con  sus colaboradores en La Moneda, para insistir en la necesidad de sacar a la brevedad los proyectos de ley de su agenda de Seguridad.Salvo informar que el lunes próximo se incorporarán más de dos mil carabineros en retiro a la institución, para controlar el orden público, el Presidente insistió en sus iniciativas legales y urgió al Congreso a aprobar las leyes antiencapuchados, antibarricadas y, muy especialmente, la que permite utilizar a las FFAA en la protección de lugares críticos sin decretar estados de excepción constitucional.Piñera hizo un repaso, además, de los daños sufridos por Carabineros, destacando la cifra de 184 ataques a cuarteles policiales.El mandatario estuvo flanqueado, todo el tiempo por el ministro Blumel y los subsecretarios Ubilla y Martorell.",2019-11-27T16:27:13+00:00,Piñera insiste en agenda de seguridad y le mete presión al Congreso,"El mandatario, tras una larga reunión con sus asesores, repasó los proyectos de ley que ha enviado en la materia y pidió que fueran prontamente despachados.",Portada
777,"A raíz de los últimos acontecimientos de violencia que ha sacudido a varias comunas de la región, el senador PPD Ricardo Lagos Weber lamentó y condenó los últimos hechos de violencia ocurridos en varias comunas de la región y que continúa afectando al comercio local.A juicio del parlamentario, “la delincuencia y los saqueadores lo que hacen hoy día, es ensuciar demandas legítimas que tienen millones de chilenos”, a lo que añadió: “Quiero pedir que nos demos un respiro. El punto está hecho, está notificada la clase política, el parlamento y el gobierno y los que toman decisiones en Chile de que hay que hacer cambios profundos. Está pasado ese mensaje, la movilización surtió efecto desde el punto de vista de una reacción, desde la toma de decisiones y sobre la clase política, pero quiero que consideremos seriamente si es necesario mantener el nivel de movilizaciones de esta forma que está siendo aprovechado por delincuentes y saqueadores a quienes no les importa que tengamos un plebiscito y una posibilidad de una asamblea constituyente, o les interesa poco que suban las pensiones o que se rebaje la tarifa del adulto mayor”, señaló.En esa misma línea y con preocupación por los últimos hechos ocurridos en varias comunas de la región, Lagos Weber concluyó: “Hago un llamado a asumir con mayor responsabilidad las movilizaciones, porque nadie puede explicar lo que ocurre en Valparaiso, Viña del Mar o lo que ocurrió en el diario El Líder de San Antonio, con las demandas sociales. Debemos condenar con mucha fuerza la violencia que nada tienen que ver con las demandas sociales.",2019-11-27T15:45:50+00:00,"Lagos Weber dice que a delincuentes y saqueadores no les importan las demandas sociales, las quieren destruir","Tras los últimos episodios ocurridos durante las últimas horas en varias ciudades de la región de Valparaíso, el parlamentario hizo un llamado a “asumir con mayor responsabilidad las movilizaciones”.",Nacional
778,"Basada en hechos reales FORD vs. FERRARI (CONTRA LO IMPOSIBLE), reúne a Matt Damon (Carroll Shelby) y a Christian Bale (Ken Miles) con la historia del enfrentamiento más emblemático del mundo del motor.Se trata de la historia de un grupo de grandes eruditos de la ingeniería, liderados por Carroll Shelby (Matt Damon) y Ken Miles (Christian Bale), a quienes un día les llega una propuesta por parte de Henry Ford para diseñar y construir un auto de carreras con la suficiente potencia para derrotar a su gran rival, Ferrari, en el Campeonato de Le Mans de 1966 en una carrera que pasaría a la historia.Carroll Shelby se convertirá en el primer conductor estadounidense en ganar las 24 horas de Le Mans. Ken Miles será su compañero y juntos tendrán que superar sus demonios personales para adentrarse en el desafío de sus vidas.La película está dirigida por James Mangold (director de “En la cuerda floja” y guionista de “Logan” por el cual fue nominado al Oscar) y está protagonizada por Christian Bale (“Batman el caballero de la noche”, “El vicio del Poder”), Matt Damon (“Misión a marte, “Jason Bourne”), Jon Bernthal (“El lobo de Wall Street”, “Baby Driver”) y Caitriona Balfe (“Plan de escape”, “Outlander”) y Tracy Letts (“The Post”, “Lady Bird”).",2019-11-27T15:39:55+00:00,"Ford vs Ferrari: contra lo imposible, el filme de carreras que se estrena el 5 de diciembre",Próximamente se estrenará el filme que cuenta una de las aventuras más fascinantes de la historia del deporte.,Cultura
